student_id;first_name;last_name;gender;birth_date;major;enrollment_year;gpa;course_count;country
301;Jacquelin;McGiff;Female;25.04.1997;Biomedical Nanotechnology;2022;3.23;10;Czech Republic
302;Coralie;Shawe;Female;29.10.1999;Applied Data Systems;2018;4.9;3;Azerbaijan
303;Guss;Oxlee;Male;01.06.2003;Cybernetic Education Models;2016;3.46;2;Poland
304;Jecho;Drewery;Male;16.08.2003;Environmental Neurobiology;2023;2.25;4;Norway
305;Wilow;Campsall;Female;01.12.1996;AI-Powered Design;2021;2.27;10;Portugal
306;Pier;Schleicher;Female;12.07.1997;Creative Intelligence;2022;3.9;4;Ukraine
307;Tab;Georgescu;Male;18.10.2000;Urban Sustainability;2021;3.69;2;Poland
308;Gilligan;Filliskirk;Non-binary;02.01.1996;Deep Learning in Medicine;2022;3.73;5;Sweden
309;Brett;Primmer;Male;10.10.2004;Biomedical Nanotechnology;2018;2.9;6;Sweden
310;Tracie;Henrionot;Male;22.12.2000;Augmented Reality Education;2022;2.08;3;France
311;Aurelea;Gailor;Female;24.06.2006;Crypto Economics;2021;2.3;10;Hungary
312;Toma;Verity;Agender;22.06.2000;Computational Literature;2024;4.56;5;Greece
313;Sal;Fagan;Male;22.06.1997;Precision Agriculture Technology;2020;4.33;8;Sweden
314;Alyce;Feasley;Female;04.10.2006;Algorithmic Journalism;2022;2.87;10;Greece
315;Bathsheba;Stovin;Female;18.09.2002;Space Habitat Engineering;2023;4.45;6;Ukraine
316;Gerome;Smurfitt;Male;19.06.2006;Neuroaesthetics;2016;3.44;5;Ukraine
317;Boris;Trudgion;Male;28.10.1998;Space Habitat Engineering;2020;2.72;7;Poland
318;Mignonne;Beames;Female;03.08.2004;Crypto Economics;2024;4.05;5;Poland
319;Winfield;Jacobbe;Male;01.01.2000;Computational Literature;2024;3.09;1;Portugal
320;Guthrey;Darracott;Male;13.11.1995;Environmental Neurobiology;2016;4.04;2;Portugal
321;Deeanne;Whacket;Female;24.09.2002;Fintech Innovations;2023;3.49;10;France
322;Iggy;Wrightham;Male;09.04.1995;Space Habitat Engineering;2024;2.6;10;Finland
323;Esmeralda;Stobo;Female;14.04.2005;Bioelectric Engineering;2019;3.26;5;France
324;Marmaduke;Castledine;Male;13.02.2005;Deep Learning in Medicine;2023;2.17;5;France
325;Web;Thresher;Male;14.01.2002;Geospatial Intelligence;2023;4.28;6;Czech Republic
326;Shell;Somerbell;Female;13.07.2002;Social Media Analytics;2017;3.65;9;Azerbaijan
327;Emalia;Jopp;Female;08.10.2001;Post-Human Studies;2022;2.07;7;South Africa
328;Mac;Dutton;Male;02.01.2004;Crypto Economics;2023;2.15;3;Poland
329;Dalila;Kelby;Genderqueer;03.03.2001;Cultural Data Science;2019;2.44;4;France
330;Bea;Cordobes;Female;09.12.2004;Applied Data Systems;2024;3.11;1;Czech Republic
331;Harmonie;O'Lunney;Female;27.08.1995;Emotional AI Research;2020;4.51;7;Netherlands
332;Pepita;Eberdt;Female;21.09.1999;Esports Event Management;2024;3.91;1;Sweden
333;Renaud;Scrase;Male;14.01.1999;Behavioral Robotics;2018;4.37;5;Canada
334;Fidelia;Jobbing;Female;06.08.1998;Cognitive Game Design;2018;4.12;4;Ukraine
335;Ignaz;Joblin;Male;18.08.1996;Synthetic Biology Design;2021;3.47;3;Sweden
336;Johny;Tomaello;Male;26.06.1995;Computational Literature;2023;2.72;5;Greece
337;Theodore;Veck;Male;24.05.1995;Quantum Architecture;2024;4.09;3;Ireland
338;Lazarus;Sirrell;Male;05.01.2002;Biomedical Nanotechnology;2022;2.03;9;Sweden
339;Martie;Kinver;Male;25.12.1997;Sustainable Urban Planning;2023;4.83;6;France
340;Linell;Bhar;Female;02.12.2005;Creative Intelligence;2020;4.54;5;South Africa
341;Dore;Francello;Female;21.01.2000;Crypto Economics;2018;4.11;2;Poland
342;Matilda;Seaman;Female;18.06.2000;Virtual Reality Therapy;2024;3.95;10;Greece
343;Marjie;Rayson;Female;05.04.1996;Computational Literature;2017;4.23;6;Belgium
344;Jeddy;Troughton;Male;20.04.1995;Urban Sustainability;2017;4.21;2;Czech Republic
345;Beatrice;Gudgeon;Female;11.08.1995;Digital Sociology;2019;2.35;2;Poland
346;Wendi;Chessor;Female;17.02.2006;Automated Supply Chain Systems;2017;2.72;4;France
347;Priscella;Scarce;Female;15.06.2005;Applied Data Systems;2020;4.11;4;Poland
348;Cristi;Gillum;Female;08.04.2006;Human-Centered Cybersecurity;2016;3.7;1;Portugal
349;Jean;Badsworth;Female;14.05.2005;Computational Literature;2023;2.59;5;Italy
350;Aretha;Cave;Female;01.06.1998;Data-Driven Marketing;2019;4.41;1;Sweden
351;Conny;Wallbank;Male;06.07.2002;Sustainable Urban Planning;2021;3.23;6;Portugal
352;Almeria;Gimblett;Female;27.07.1996;AI-Assisted Law;2020;3.32;3;Portugal
